Student_ID,CGPA,SSC_Marks,HSC_Marks,Internship_Count,Internship_Duration_Months,Projects,Workshops_Certifications,Extracurricular_Activities,Active_Backlogs,Placement_Training,Placement_Status
STU00408,7.95,82.23,78.86,3,9,2,3,3,0,No,1
STU00409,4.71,41.82,35.0,1,2,1,1,3,0,Yes,0
STU00410,5.51,46.09,49.65,2,4,5,2,2,0,No,0
STU00411,5.3,49.2,42.31,2,3,5,2,2,0,Yes,1
STU00412,4.32,50.27,48.22,1,3,2,1,2,0,No,1
STU00413,6.22,51.33,45.37,0,0,4,4,2,0,Yes,1
STU00414,7.86,74.04,79.58,0,0,1,0,4,0,Yes,1
STU00415,6.67,62.72,46.49,0,0,2,2,1,0,No,1
STU00416,7.23,74.61,72.07,1,1,7,0,1,0,Yes,1
STU00417,8.25,92.56,79.74,0,0,2,4,3,0,Yes,0
STU00418,8.53,79.36,85.19,1,1,2,2,3,0,Yes,1
STU00419,6.92,64.62,59.93,0,0,3,0,3,0,No,0
STU00420,8.56,93.02,77.27,2,4,4,1,3,0,No,1
STU00421,7.11,81.38,63.93,0,0,3,1,2,0,No,1
STU00422,6.04,48.12,52.23,1,2,2,0,2,0,No,0
STU00423,6.32,53.01,57.9,0,0,0,1,2,0,No,0
STU00424,5.3,50.47,47.01,1,3,3,0,4,0,Yes,1
STU00425,5.98,50.07,44.91,0,0,1,1,1,0,No,1
STU00426,6.59,56.75,69.33,1,3,2,3,2,0,No,1
STU00427,7.92,82.22,79.75,0,0,1,2,5,0,Yes,1
STU00428,8.98,97.28,81.25,1,2,6,5,2,0,Yes,1
STU00429,5.41,41.0,48.4,1,2,1,2,2,0,No,0
STU00430,7.45,83.68,73.22,2,3,4,1,3,0,No,0
STU00431,5.8,48.36,47.76,0,0,3,0,1,0,No,0
STU00432,7.55,78.15,71.32,0,0,2,0,1,0,No,1
STU00433,6.85,74.97,68.34,3,6,9,2,1,0,No,1
STU00434,4.89,48.48,53.89,1,1,3,2,4,2,Yes,1
STU00435,8.07,80.38,66.94,1,3,1,4,3,1,Yes,0
STU00436,6.3,61.64,61.71,0,0,0,2,2,2,Yes,0
STU00437,6.39,57.43,55.59,1,3,1,1,3,0,Yes,1
STU00438,5.77,54.64,49.94,1,2,2,4,1,2,No,0
STU00439,6.25,55.37,61.71,2,4,0,3,2,0,Yes,0
STU00440,7.49,80.47,56.38,1,2,3,0,3,0,No,1
STU00441,6.78,55.99,66.24,1,3,4,2,1,0,No,1
STU00442,7.38,67.53,78.31,0,0,0,2,1,0,Yes,1
STU00443,7.42,65.7,67.02,0,0,2,5,3,0,Yes,1
STU00444,8.52,85.42,74.39,0,0,1,3,2,0,Yes,0
STU00445,6.61,52.4,68.42,1,1,3,2,1,2,Yes,1
STU00446,5.3,44.06,35.0,1,3,4,6,1,0,Yes,0
STU00447,8.23,76.9,83.06,1,2,1,1,1,0,Yes,1
STU00448,6.62,70.65,64.91,2,4,1,0,2,0,No,1
STU00449,8.28,78.09,83.42,0,0,2,3,2,0,Yes,1
STU00450,7.44,66.79,74.89,2,5,6,0,2,0,Yes,1
STU00451,6.85,66.91,60.83,2,5,2,1,2,0,No,1
STU00452,7.4,84.06,73.71,1,1,3,2,3,0,No,0
STU00453,9.24,88.13,81.57,1,3,1,3,2,1,No,1
STU00454,9.39,88.91,82.67,2,6,6,3,5,0,Yes,1
STU00455,7.08,76.88,66.35,2,5,4,0,4,0,No,0
STU00456,7.18,75.97,58.46,0,0,0,1,4,1,Yes,0
STU00457,8.24,86.18,84.09,1,3,3,2,2,0,No,1
STU00458,6.03,50.49,36.1,1,3,0,0,1,2,No,0
STU00459,7.38,76.44,72.88,0,0,1,3,5,1,No,0
STU00460,6.97,59.21,67.12,0,0,5,0,2,0,No,0
STU00461,7.36,69.63,65.61,1,2,5,0,3,0,No,1
STU00462,6.04,62.7,43.7,1,1,8,5,2,2,Yes,0
STU00463,5.17,55.42,42.16,1,1,3,3,3,0,Yes,0
STU00464,4.62,48.49,46.71,2,6,0,3,1,0,Yes,0
STU00465,5.72,39.46,50.11,2,5,2,1,0,1,Yes,0
STU00466,6.47,52.39,49.97,0,0,2,2,4,0,No,0
STU00467,6.66,58.37,60.09,0,0,2,1,1,0,No,1
STU00468,9.23,87.75,87.35,1,3,4,3,2,0,No,1
STU00469,8.27,76.46,82.28,0,0,2,4,3,1,Yes,0
STU00470,5.89,51.25,43.81,3,9,2,1,2,1,No,0
STU00471,7.4,84.52,71.85,1,3,0,1,1,1,No,1
STU00472,6.53,62.93,63.03,0,0,1,1,2,0,Yes,0
STU00473,6.67,63.9,62.81,0,0,2,3,3,0,No,0
STU00474,7.21,65.07,70.64,1,1,1,2,0,0,Yes,1
STU00475,7.71,68.45,85.14,0,0,0,0,2,0,No,0
STU00476,6.61,54.25,59.63,0,0,0,3,3,0,Yes,1
STU00477,8.22,73.43,75.45,0,0,1,2,1,0,No,1
STU00478,5.69,51.24,42.76,1,1,2,7,2,0,Yes,0
STU00479,7.01,70.26,66.02,1,2,3,1,2,0,Yes,1
STU00480,9.99,83.98,78.15,0,0,0,2,1,1,Yes,0
STU00481,7.26,72.71,66.96,1,3,4,2,2,0,No,1
STU00482,8.65,95.32,86.3,1,1,4,4,3,0,Yes,1
STU00483,7.11,81.28,73.56,2,3,5,2,5,0,No,1
STU00484,7.67,82.38,65.49,0,0,1,0,3,0,No,1
STU00485,6.93,65.75,64.4,0,0,2,2,2,0,Yes,0
STU00486,6.8,69.2,61.36,2,5,5,2,2,1,Yes,1
STU00487,6.1,62.99,52.1,1,1,4,1,1,0,No,1
STU00488,7.49,63.3,73.19,2,6,5,3,2,0,No,1
STU00489,6.02,62.81,50.73,1,1,3,3,2,0,Yes,1
STU00490,7.77,75.63,84.25,0,0,0,1,3,0,No,0
STU00491,8.25,80.53,88.21,1,1,0,0,2,1,No,1
STU00492,7.42,72.11,84.09,0,0,0,0,3,0,No,1
STU00493,6.67,64.48,59.5,2,5,3,1,3,0,No,0
STU00494,7.52,69.02,70.22,0,0,3,1,2,0,Yes,0
STU00495,6.65,60.47,53.37,2,5,4,1,2,0,Yes,1
STU00496,8.08,85.37,76.1,1,3,2,2,2,0,Yes,1
STU00497,4.89,47.83,47.81,1,3,6,0,3,0,No,1
STU00498,6.61,63.97,63.9,1,2,5,1,0,0,No,0
STU00499,4.71,44.08,47.08,3,10,2,3,1,0,Yes,0
STU00500,5.28,52.27,41.12,2,3,3,2,5,0,Yes,0
STU00501,8.57,92.36,79.07,2,6,4,4,2,0,Yes,1
STU00502,8.03,87.79,90.55,2,3,2,0,2,0,No,1
STU00503,6.17,58.28,47.73,0,0,1,0,3,0,No,0
STU00504,5.27,53.68,53.54,0,0,2,1,2,0,Yes,1
STU00505,4.0,50.35,44.55,0,0,1,3,1,0,Yes,1
STU00506,6.37,74.35,50.89,3,11,8,3,2,3,Yes,0
STU00507,9.78,96.93,79.52,3,10,3,6,2,0,Yes,1
STU00508,7.5,74.87,68.27,0,0,2,0,3,1,No,0
STU00509,6.36,52.55,57.53,0,0,2,2,3,0,Yes,0
STU00510,7.53,74.34,67.45,1,2,3,0,5,0,Yes,1
STU00511,5.2,45.78,54.1,1,3,1,3,1,0,Yes,0
STU00512,6.66,65.45,58.13,1,3,3,4,3,0,Yes,1
STU00513,7.11,65.48,70.88,2,5,4,1,1,0,Yes,1
STU00514,6.9,73.42,66.99,1,2,4,1,1,0,No,1
STU00515,7.91,72.27,87.34,1,3,2,3,2,0,Yes,0
STU00516,7.4,64.09,68.25,1,1,2,4,4,0,Yes,1
STU00517,7.77,78.13,76.58,1,2,6,1,4,0,No,1
STU00518,6.21,51.06,44.71,1,2,1,1,2,0,No,1
STU00519,8.03,74.29,79.46,1,2,2,1,1,0,No,1
STU00520,8.87,83.81,91.47,2,4,4,2,1,0,No,1
STU00521,5.88,48.04,50.93,2,6,3,1,2,0,No,0
STU00522,5.98,53.6,64.42,1,2,3,2,3,0,No,1
STU00523,8.54,82.12,85.96,0,0,2,0,1,0,Yes,1
STU00524,6.78,61.06,58.05,2,3,6,4,1,0,Yes,1
STU00525,8.61,86.26,86.03,1,1,4,1,3,0,Yes,1
STU00526,6.49,66.02,48.15,0,0,3,2,1,0,No,0
STU00527,8.67,95.46,78.84,1,1,2,1,2,0,No,0
STU00528,7.15,71.1,59.91,1,2,2,0,1,0,No,0
STU00529,7.3,73.84,69.59,2,4,4,1,2,0,No,1
STU00530,8.8,86.16,83.9,0,0,1,3,2,0,No,0
STU00531,6.58,64.14,65.48,1,1,1,5,3,0,Yes,1
STU00532,5.92,55.28,49.34,2,4,3,3,3,0,No,0
STU00533,6.48,67.78,50.81,0,0,2,6,2,2,Yes,0
STU00534,7.52,64.33,82.02,1,1,4,0,5,1,No,1
STU00535,5.2,46.33,35.0,1,2,4,0,1,0,No,0
STU00536,7.73,80.59,75.79,0,0,3,1,2,0,Yes,0
STU00537,6.38,58.22,56.68,0,0,0,1,1,0,No,0
STU00538,8.32,78.73,81.3,0,0,2,3,5,0,No,1
STU00539,4.25,37.59,45.38,1,1,2,1,2,0,No,0
STU00540,6.1,59.61,52.44,1,3,1,1,4,0,Yes,0
STU00541,5.06,42.58,47.12,2,6,5,4,1,0,Yes,0
STU00542,6.05,43.67,47.59,0,0,1,1,0,0,No,0
STU00543,7.28,77.43,60.54,0,0,1,2,2,0,Yes,0
STU00544,6.79,67.33,61.3,1,3,5,0,1,0,No,1
STU00545,6.71,62.43,53.96,0,0,0,5,2,1,Yes,0
STU00546,6.82,59.51,57.63,0,0,1,2,2,0,No,0
STU00547,7.23,70.8,75.45,1,2,1,2,1,0,Yes,1
STU00548,5.84,59.48,58.53,1,1,2,3,2,0,Yes,1
STU00549,7.81,69.75,83.29,0,0,2,1,3,0,No,1
STU00550,7.76,69.49,81.61,2,3,6,2,2,0,Yes,1
STU00551,7.44,70.77,71.89,0,0,2,2,2,0,Yes,0
STU00552,7.64,77.2,80.45,0,0,3,6,1,0,Yes,1
STU00553,7.34,70.1,72.21,0,0,1,1,1,0,No,0
STU00554,9.34,92.9,97.73,3,8,3,2,4,0,No,1
STU00555,6.9,72.79,57.75,0,0,1,0,3,0,Yes,1
STU00556,6.65,63.87,63.24,0,0,1,3,3,1,Yes,1
STU00557,6.13,58.58,44.63,0,0,0,0,2,1,Yes,0
STU00558,5.81,53.56,52.99,1,2,4,5,4,0,Yes,1
STU00559,5.57,50.0,36.62,0,0,3,2,3,1,Yes,0
STU00560,5.98,45.76,43.24,0,0,3,0,1,0,No,0
STU00561,6.92,60.33,55.8,1,3,3,1,3,0,No,0
STU00562,7.38,65.61,72.23,2,4,7,3,2,0,Yes,1
STU00563,7.06,67.91,67.93,1,1,3,3,2,0,Yes,1
STU00564,6.12,56.44,66.75,1,1,2,4,1,0,Yes,0
STU00565,8.04,73.18,78.33,3,11,5,2,1,0,Yes,1
STU00566,7.85,80.28,81.48,0,0,2,0,1,0,No,0
STU00567,6.82,59.73,62.95,1,3,5,4,1,0,Yes,1
STU00568,6.25,50.21,57.76,0,0,2,1,2,0,Yes,0
STU00569,7.63,73.43,75.04,1,3,3,0,1,0,No,1
STU00570,7.22,64.51,74.83,1,3,3,2,2,2,Yes,1
STU00571,5.33,52.05,39.1,2,4,4,2,2,2,Yes,0
STU00572,6.92,65.53,48.86,1,2,2,2,1,0,No,0
STU00573,7.3,77.43,72.04,0,0,2,4,2,0,Yes,1
STU00574,5.97,50.74,39.57,2,5,4,3,2,0,No,1
STU00575,7.22,68.83,76.14,0,0,1,1,3,0,No,0
STU00576,5.33,59.6,42.07,0,0,4,5,5,0,Yes,1
STU00577,8.54,76.11,76.62,2,3,2,1,4,0,Yes,1
STU00578,8.44,92.91,98.41,1,2,2,2,3,1,No,1
STU00579,6.71,73.08,60.05,2,4,7,4,2,0,Yes,1
STU00580,7.42,78.77,69.91,0,0,0,1,2,0,Yes,1
STU00581,4.23,43.4,46.87,0,0,3,8,2,0,Yes,0
STU00582,5.67,59.2,52.54,1,1,2,2,5,0,No,1
STU00583,6.66,60.51,66.27,0,0,1,2,1,1,Yes,0
STU00584,5.77,47.25,40.49,1,2,1,1,2,0,Yes,0
STU00585,7.82,77.2,79.75,0,0,2,5,2,0,Yes,1
STU00586,9.3,85.53,84.19,0,0,2,1,3,0,Yes,1
STU00587,5.65,44.82,41.97,1,1,0,3,1,0,Yes,0
STU00588,6.04,60.74,51.37,0,0,3,2,1,0,No,0
STU00589,7.27,67.42,58.19,0,0,0,2,4,1,No,0
STU00590,8.85,87.34,90.06,0,0,1,3,2,1,Yes,0
STU00591,5.59,41.42,45.34,0,0,2,0,3,1,No,0
STU00592,7.29,72.52,66.47,1,1,1,0,1,0,No,0
STU00593,9.09,81.46,84.57,1,2,1,0,1,0,No,1
STU00594,5.1,40.18,43.26,1,3,3,0,2,2,Yes,0
STU00595,5.53,48.99,53.49,1,3,2,1,1,0,No,0
STU00596,6.51,66.57,50.65,0,0,4,4,5,0,Yes,0
STU00597,6.4,61.34,53.41,0,0,0,5,2,0,Yes,1
STU00598,7.93,83.91,76.56,2,4,5,5,2,0,Yes,1
STU00599,7.28,71.39,62.78,0,0,2,3,3,0,No,1
STU00600,4.96,44.71,44.68,2,3,6,1,1,1,No,1
STU00601,7.59,81.39,69.3,0,0,2,0,1,2,No,0
STU00602,6.34,54.33,46.29,1,2,1,1,2,0,No,0
STU00603,8.47,90.4,85.56,1,1,3,2,2,1,Yes,1
STU00604,6.28,64.39,63.26,1,1,1,2,1,0,Yes,1
STU00605,6.27,51.78,54.12,0,0,1,0,2,0,No,0
STU00606,7.62,72.88,73.42,2,3,3,7,2,0,Yes,1
STU00607,7.88,76.91,76.44,1,1,3,4,2,0,Yes,1
STU00608,7.52,66.79,69.5,1,3,6,2,1,0,No,0
STU00609,5.06,44.31,51.14,2,3,5,1,1,0,No,0
STU00610,7.62,84.81,74.56,0,0,6,2,2,0,Yes,1
STU00611,5.81,45.61,35.81,1,3,0,0,1,0,Yes,0
STU00612,7.27,80.0,76.24,3,10,5,2,1,0,Yes,1
STU00613,5.36,45.95,51.28,3,11,6,1,1,1,No,0
STU00614,7.51,88.26,76.18,0,0,0,1,0,0,No,0
STU00615,6.07,50.4,35.0,2,5,3,0,1,0,No,1
STU00616,5.52,48.77,46.61,0,0,0,2,4,0,No,0
STU00617,7.82,74.06,81.88,1,3,1,1,0,0,Yes,0
STU00618,7.28,68.04,71.44,1,1,2,2,4,1,No,1
STU00619,6.29,65.23,55.43,1,1,5,0,2,1,Yes,0
STU00620,8.67,89.47,88.99,0,0,2,1,1,0,No,1
STU00621,6.49,66.15,57.82,0,0,3,1,1,1,Yes,0
STU00622,7.04,60.61,72.72,0,0,0,0,1,1,Yes,0
STU00623,7.31,76.55,70.59,0,0,3,0,2,0,Yes,0
STU00624,6.29,51.3,54.62,0,0,1,2,1,0,No,0
STU00625,7.54,67.98,78.36,1,2,3,3,2,0,Yes,1
STU00626,6.39,59.91,53.09,1,2,4,1,1,0,Yes,1
STU00627,6.53,61.8,50.84,1,1,4,3,3,0,No,1
STU00628,8.57,86.34,83.04,1,2,1,3,4,0,Yes,1
STU00629,5.8,56.11,52.35,0,0,2,4,4,0,Yes,0
STU00630,4.23,50.62,47.93,2,5,5,1,2,0,Yes,0
STU00631,8.85,96.33,90.1,0,0,2,3,3,0,Yes,1
STU00632,9.93,82.59,86.32,0,0,0,2,1,0,Yes,1
STU00633,6.53,69.57,56.53,0,0,1,4,2,1,Yes,0
STU00634,4.77,57.45,39.6,2,5,3,3,1,0,Yes,1
STU00635,6.64,59.96,60.66,1,2,2,2,3,0,No,0
STU00636,6.67,52.55,49.72,0,0,0,3,3,0,Yes,0
STU00637,6.78,56.03,61.47,2,3,4,1,1,0,No,1
STU00638,5.72,48.3,65.17,1,2,1,5,5,0,Yes,0
STU00639,7.67,89.82,65.71,1,2,6,3,3,0,No,1
STU00640,7.6,76.88,74.71,0,0,3,1,2,0,No,0
STU00641,5.28,44.4,47.38,0,0,2,2,3,0,Yes,0
STU00642,7.8,75.22,79.37,0,0,1,3,1,0,Yes,0
STU00643,9.36,81.15,80.29,0,0,1,1,3,1,No,1
STU00644,7.2,76.16,71.0,2,5,1,3,3,0,No,0
STU00645,6.61,61.1,55.45,0,0,1,1,3,0,Yes,0
STU00646,6.84,77.84,53.68,0,0,1,0,2,0,No,0
STU00647,7.71,82.0,80.94,0,0,4,3,3,1,No,0
STU00648,5.01,51.89,47.9,1,3,3,3,3,0,Yes,1
STU00649,7.19,69.34,61.99,0,0,2,1,1,1,No,0
STU00650,6.55,54.22,54.51,0,0,1,2,2,2,Yes,0
STU00651,9.12,83.26,82.02,0,0,1,2,2,0,No,1
STU00652,6.8,56.48,51.83,2,3,1,0,4,0,No,1
STU00653,8.92,93.25,89.36,1,1,2,2,4,0,No,1
STU00654,5.73,48.85,52.96,1,3,0,1,1,0,No,1
STU00655,7.68,83.57,72.86,1,3,4,1,4,0,Yes,1
STU00656,7.37,74.27,70.29,2,6,4,2,3,1,Yes,1
STU00657,6.0,51.96,51.4,0,0,1,5,2,0,Yes,0
STU00658,7.2,63.99,69.48,2,3,6,3,4,0,No,1
STU00659,8.39,86.72,73.82,0,0,0,0,2,0,Yes,1
STU00660,6.63,60.62,61.86,2,4,5,2,1,0,No,1
STU00661,5.05,52.51,37.04,1,3,2,1,2,0,No,0
STU00662,6.98,63.22,68.6,2,5,1,2,2,1,No,1
STU00663,5.96,57.06,43.98,1,1,0,3,4,0,Yes,1
STU00664,6.61,71.43,50.79,1,2,1,4,2,0,Yes,1
STU00665,6.91,67.97,63.17,1,2,3,3,1,0,No,0
STU00666,5.04,51.75,43.74,0,0,2,7,1,0,Yes,0
STU00667,5.14,50.9,45.09,1,3,3,0,2,0,No,0
STU00668,7.55,87.58,67.83,0,0,3,4,1,0,Yes,1
STU00669,6.4,60.89,56.87,2,3,7,4,3,0,Yes,1
STU00670,4.05,49.46,44.05,0,0,1,3,0,0,Yes,0
STU00671,7.9,80.29,84.5,1,1,3,1,4,0,Yes,1
STU00672,7.31,68.03,70.79,2,3,1,2,2,0,No,1
STU00673,6.18,48.53,49.18,1,1,0,2,1,0,No,0
STU00674,5.49,56.99,38.3,1,1,0,4,2,0,No,0
STU00675,7.96,75.07,68.94,1,1,1,1,0,0,No,1
STU00676,7.4,78.42,72.88,1,3,3,2,4,0,No,1
STU00677,9.74,92.08,91.34,0,0,2,0,1,0,No,0
STU00678,7.48,80.66,66.81,2,6,3,2,2,0,Yes,1
STU00679,7.45,71.5,73.12,3,8,10,1,3,0,No,1
STU00680,6.81,60.09,60.78,1,2,3,2,2,0,No,1
STU00681,7.94,83.18,82.22,2,4,2,2,4,0,No,1
STU00682,7.72,76.61,80.56,2,4,2,0,3,0,No,1
STU00683,8.44,77.86,68.65,0,0,1,0,2,0,No,0
STU00684,6.4,70.32,61.88,0,0,0,2,3,0,Yes,0
STU00685,6.5,55.3,58.56,1,3,3,3,2,0,Yes,1
STU00686,6.45,53.33,53.1,0,0,0,0,5,0,No,0
STU00687,7.91,79.15,74.58,0,0,4,3,4,0,No,0
STU00688,8.72,94.44,84.12,0,0,3,1,1,0,No,1
STU00689,6.47,46.64,53.61,1,2,2,3,2,0,Yes,1
STU00690,6.51,67.23,51.59,1,3,3,1,1,0,Yes,1
STU00691,7.36,67.91,66.13,0,0,2,5,2,1,Yes,1
STU00692,6.72,64.83,54.0,0,0,0,3,2,0,Yes,1
STU00693,8.09,78.29,87.43,1,1,2,0,3,0,No,0
STU00694,4.41,57.5,42.88,1,1,2,1,3,0,Yes,1
STU00695,6.05,54.95,64.72,2,5,4,3,4,0,No,1
STU00696,6.1,50.59,54.07,0,0,0,3,1,0,Yes,0
STU00697,4.33,43.69,46.03,1,2,0,2,2,0,Yes,0
STU00698,5.89,53.24,43.34,0,0,1,2,3,0,No,0
STU00699,5.95,54.26,48.89,3,8,6,3,1,1,No,1
STU00700,6.77,66.78,61.58,2,4,1,4,1,0,Yes,1
STU00701,8.28,84.01,77.19,0,0,2,3,1,0,No,1
STU00702,6.72,55.0,57.47,0,0,1,4,1,0,Yes,0
STU00703,5.81,49.89,51.46,0,0,1,2,3,0,Yes,0
STU00704,6.93,70.44,66.44,0,0,0,1,1,0,No,0
STU00705,8.21,79.33,72.33,1,1,2,5,0,0,Yes,1
STU00706,5.88,56.61,51.28,0,0,2,2,3,0,No,0
STU00707,5.95,53.44,53.57,0,0,0,0,2,2,Yes,0
STU00708,7.64,76.09,70.85,1,1,3,0,1,0,Yes,1
STU00709,6.75,70.91,56.59,2,4,4,1,3,0,No,1
STU00710,7.74,68.24,78.32,0,0,1,1,1,0,No,0
STU00711,6.98,63.53,49.14,0,0,1,2,4,0,Yes,0
STU00712,7.81,86.75,76.37,0,0,0,1,0,1,No,1
STU00713,5.81,62.85,58.67,0,0,1,0,2,0,No,0
STU00714,6.99,81.32,49.02,0,0,1,1,3,0,Yes,1
STU00715,6.76,64.27,65.9,2,5,1,4,3,0,Yes,1
STU00716,5.6,52.88,50.4,3,12,4,3,3,0,Yes,0
STU00717,5.2,52.66,36.12,0,0,0,2,3,0,Yes,1
STU00718,7.79,86.82,79.29,0,0,3,3,3,1,No,1
STU00719,6.6,63.32,64.45,0,0,3,3,2,0,Yes,1
STU00720,5.82,57.59,41.98,0,0,0,2,3,0,Yes,0
STU00721,6.89,68.82,58.81,2,6,3,2,3,0,No,1
STU00722,8.3,87.3,81.33,1,3,1,4,1,1,Yes,1
STU00723,4.38,40.01,48.38,0,0,1,4,2,2,Yes,0
STU00724,5.28,46.12,41.85,0,0,1,5,1,2,Yes,0
STU00725,5.94,49.98,49.87,0,0,1,0,2,0,No,1
STU00726,8.68,79.53,79.67,0,0,2,1,1,0,No,1
STU00727,7.32,62.95,70.01,1,1,5,1,3,0,No,0
STU00728,7.88,77.72,83.55,1,3,2,4,4,0,No,1
STU00729,5.69,49.22,48.44,0,0,1,1,1,0,No,0
STU00730,5.71,51.65,45.88,0,0,0,0,3,0,No,1
STU00731,7.51,78.93,72.39,2,3,4,1,2,0,No,1
STU00732,7.07,70.08,61.15,1,1,2,4,2,0,Yes,0
STU00733,7.63,75.64,68.21,0,0,0,0,2,0,Yes,0
STU00734,6.78,58.92,68.63,1,2,1,1,1,0,Yes,1
STU00735,7.32,78.05,79.61,2,6,2,5,2,0,No,1
STU00736,7.18,70.04,56.9,0,0,0,3,3,0,Yes,0
STU00737,7.89,77.81,80.9,2,6,4,2,1,0,No,1
STU00738,7.93,79.68,82.95,2,5,10,2,5,0,Yes,1
STU00739,5.14,43.05,37.17,0,0,1,1,3,0,No,0
STU00740,4.42,42.37,39.72,2,6,4,1,3,0,No,0
STU00741,8.15,79.49,76.41,1,3,2,2,1,0,Yes,1
STU00742,8.37,82.97,93.1,0,0,1,0,4,0,Yes,1
STU00743,5.83,55.99,58.97,2,5,4,2,2,0,Yes,1
STU00744,4.86,48.83,37.86,0,0,1,1,2,0,Yes,0
STU00745,7.11,78.95,57.92,0,0,3,3,1,0,Yes,0
STU00746,8.07,89.44,83.8,1,2,2,3,2,0,Yes,1
STU00747,9.07,100.0,88.58,1,1,2,0,2,0,No,1
STU00748,7.59,80.01,81.12,0,0,2,3,2,0,No,1
STU00749,6.57,64.34,51.72,2,6,1,1,3,0,Yes,1
STU00750,5.97,50.56,54.83,0,0,1,2,1,2,No,0
STU00751,7.01,73.06,60.71,0,0,0,3,0,0,No,1
STU00752,6.66,58.42,63.1,1,2,3,1,1,0,Yes,1
STU00753,5.83,43.3,48.9,2,3,1,5,2,0,Yes,1
STU00754,9.36,98.23,97.48,1,2,0,4,1,0,No,0
STU00755,9.05,80.77,87.95,1,2,4,1,5,0,No,1
STU00756,8.31,86.91,79.4,2,4,7,2,2,0,No,1
STU00757,5.94,47.85,50.96,0,0,1,3,0,1,Yes,1
STU00758,7.98,88.15,77.79,1,2,2,4,2,0,Yes,1
STU00759,7.74,86.15,68.65,1,3,3,1,2,2,No,0
STU00760,7.51,78.7,84.07,2,6,5,1,2,0,No,1
STU00761,8.44,92.71,91.83,2,4,5,3,0,2,No,1
STU00762,7.73,78.55,74.45,0,0,3,2,1,1,No,1
STU00763,7.85,93.27,81.06,2,6,5,1,1,0,Yes,1
STU00764,7.73,83.02,87.85,1,1,4,1,2,0,Yes,1
STU00765,7.39,68.42,78.25,2,3,3,0,2,1,No,0
STU00766,4.95,47.11,41.85,0,0,2,2,3,0,No,0
STU00767,7.1,68.49,65.88,2,3,2,1,1,0,No,1
STU00768,6.36,56.59,44.79,2,5,3,3,1,0,Yes,1
STU00769,5.53,39.72,51.31,2,6,5,3,2,0,Yes,1
STU00770,8.93,90.15,92.29,2,3,6,1,2,0,Yes,1
STU00771,8.99,79.72,92.53,0,0,3,2,1,0,No,1
STU00772,8.56,70.85,87.2,2,6,4,2,1,0,Yes,1
STU00773,7.29,70.36,71.54,1,1,6,1,0,0,No,1
STU00774,8.55,81.4,76.95,1,1,5,2,3,0,Yes,1
STU00775,7.01,62.94,67.03,0,0,4,1,3,0,No,0
STU00776,7.23,52.84,64.67,0,0,5,1,0,0,No,0
STU00777,5.74,46.17,51.43,1,1,3,1,0,0,No,0
STU00778,7.46,73.71,67.17,0,0,0,0,2,0,No,0
STU00779,7.07,65.17,69.09,2,4,4,0,2,2,No,0
STU00780,5.5,51.81,54.42,1,1,3,2,5,0,Yes,1
STU00781,6.94,75.28,66.18,0,0,3,4,2,0,No,0
STU00782,6.91,69.46,65.33,0,0,1,3,1,0,Yes,0
STU00783,9.07,94.48,90.8,0,0,3,3,4,0,No,1
STU00784,8.03,88.46,89.42,0,0,3,2,3,0,No,0
STU00785,7.01,61.98,64.45,0,0,1,1,0,3,No,0
STU00786,7.29,74.96,72.45,1,2,2,1,1,0,Yes,1
STU00787,7.05,74.69,74.79,1,3,1,1,1,1,No,1
STU00788,6.77,61.49,65.13,2,6,3,2,1,1,No,0
STU00789,5.76,46.65,36.38,1,1,3,3,1,1,No,0
STU00790,6.83,68.32,57.84,1,1,2,0,5,0,Yes,1
STU00791,6.14,46.45,56.85,0,0,0,3,2,0,No,0
STU00792,5.56,43.36,44.49,2,3,5,5,0,0,Yes,1
STU00793,7.59,72.6,82.24,0,0,2,2,1,2,No,0
STU00794,7.45,77.35,82.79,1,1,1,7,1,2,Yes,1
STU00795,4.95,47.99,40.14,1,2,4,7,1,2,Yes,1
STU00796,6.86,71.76,56.37,0,0,0,3,3,0,Yes,0
STU00797,8.15,77.28,77.64,1,2,4,2,2,1,Yes,1
STU00798,8.22,77.6,77.94,2,5,5,1,1,0,No,1
STU00799,8.18,86.26,89.34,1,1,4,1,1,0,No,0
STU00800,7.04,63.82,59.4,1,1,1,2,2,0,Yes,0
STU00801,6.03,50.38,55.45,1,3,2,4,1,0,Yes,0
STU00802,5.75,40.23,56.7,0,0,1,5,2,0,No,1
STU00803,7.4,75.62,75.79,0,0,2,1,1,0,No,1
STU00804,7.44,83.67,74.05,2,6,2,4,2,0,No,1
STU00805,8.48,79.35,81.55,0,0,3,4,1,0,Yes,1
STU00806,8.26,90.04,92.0,0,0,1,1,1,0,No,1
STU00807,6.85,65.05,60.93,0,0,2,0,3,0,No,0
STU00808,5.57,39.35,52.63,1,3,1,1,5,0,Yes,0
STU00809,6.63,56.63,58.05,0,0,3,2,3,0,Yes,0
STU00810,7.25,66.01,57.7,0,0,1,3,1,0,Yes,1
STU00811,6.77,62.23,59.51,0,0,2,3,2,0,Yes,1
STU00812,6.34,60.22,53.77,2,5,1,3,1,1,No,0
STU00813,7.29,83.49,68.54,0,0,0,1,2,0,Yes,1
STU00814,6.42,50.33,51.96,0,0,1,4,1,0,Yes,0
STU00815,6.28,54.05,57.72,1,3,2,2,2,0,No,0
